"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","29","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","70","2","0.000000","0","2100"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Game/ParagonGreystone/Characters/Heroes/Greystone/Skins/Novaborn/Materials/M_Greystone_Novaborn_Weapons_Energy_Demo.M_Greystone_Novaborn_Weapons_Energy_Demo","0","0","6","1","0.000000","0","0"
"/Game/ParagonFey/Characters/Global/Eyes/Materials/M_Global_GlowingEye.M_Global_GlowingEye","0","0","38","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Game/ParagonGreystone/Characters/Global/Eyes/Materials/M_Eye_Occlusion.M_Eye_Occlusion","0","0","27","1","0.000000","0","81"
"/Game/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_RockHair.M_Greystone_RockHair","0","0","58","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","28","2","0.000000","0","1200"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Game/ParagonFey/Characters/Heroes/Fey/Materials/M_FeyWingBlurFlipbook.M_FeyWingBlurFlipbook","0","0","10","1","0.000000","0","0"
"/Game/ParagonFey/Characters/Heroes/Fey/Skins/Frostbloom/Materials/M_Fey_Plants_Frostbloom.M_Fey_Plants_Frostbloom","0","0","58","1","0.000000","0","58"
"/Game/ParagonFey/Characters/Heroes/Fey/Skins/Frostbloom/Materials/M_Fey_LeafSkirt_Frostbloom.M_Fey_LeafSkirt_Frostbloom","0","0","54","1","0.000000","0","108"
"/Game/ParagonFey/Characters/Heroes/Fey/Materials/M_Fey_HairMass.M_Fey_HairMass","0","0","54","1","0.000000","0","54"
"/Game/ParagonFey/Characters/Heroes/Fey/Materials/M_Fey_PlantSeed.M_Fey_PlantSeed","0","0","85","1","0.000000","0","85"
"/Game/ParagonFey/Characters/Global/Eyes/Materials/M_TearLine.M_TearLine","0","0","99","1","0.000000","0","99"
"/Game/ParagonFey/Characters/Heroes/Fey/Skins/Frostbloom/Materials/M_Fey_Body_Frostbloom.M_Fey_Body_Frostbloom","0","0","54","1","0.000000","0","108"
"/Game/ParagonFey/Characters/Heroes/Fey/Skins/Frostbloom/Materials/M_Fey_Armours_Frostbloom.M_Fey_Armours_Frostbloom","0","0","54","1","0.000000","0","54"
"/Game/ParagonFey/Characters/Heroes/Fey/Skins/Frostbloom/Materials/M_Fey_WingFrame_Frostbloom.M_Fey_WingFrame_Frostbloom","0","0","58","1","0.000000","0","58"
"/Game/ParagonFey/Characters/Heroes/Fey/Skins/Frostbloom/Materials/M_Fey_WingsFill_Frostbloom.M_Fey_WingsFill_Frostbloom","0","0","50","1","0.000000","0","50"
"/Game/ParagonFey/Characters/Global/Eyelash/M_EyelashMaster.M_EyelashMaster","0","0","50","1","0.000000","0","50"
"/Game/ParagonFey/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","0","0","67","1","0.000000","0","67"
"/Game/ParagonFey/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","0","294","3","0.000000","0","686"
"/Game/ParagonFey/Characters/Heroes/Fey/Materials/M_Fey_Plants.M_Fey_Plants","0","0","58","1","0.000000","0","58"
"/Game/ParagonFey/Characters/Heroes/Fey/Materials/M_Fey_LeafSkirt.M_Fey_LeafSkirt","0","0","54","1","0.000000","0","54"
"/Game/ParagonFey/Characters/Heroes/Fey/Materials/M_Fey_WingFrame.M_Fey_WingFrame","0","0","58","1","0.000000","0","58"
"/Game/ParagonFey/Characters/Heroes/Fey/Materials/M_Fey_Armours.M_Fey_Armours","0","0","79","1","0.000000","0","79"
"/Game/ParagonFey/Characters/Heroes/Fey/Materials/M_Fey_WingsFill3.M_Fey_WingsFill3","0","0","50","1","0.000000","0","50"
"/Game/ParagonFey/Characters/Heroes/Fey/Materials/M_Fey_Body.M_Fey_Body","0","0","79","1","0.000000","0","79"
"/Game/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_legs.M_Greystone_legs","0","0","54","1","0.000000","0","54"
"/Game/ParagonGreystone/Characters/Heroes/Greystone/Materials/M_Greystone_shield.M_Greystone_shield","0","0","54","1","0.000000","0","54"
"/Game/ParagonGreystone/Characters/Global/Eyelash/M_EyelashMaster.M_EyelashMaster","0","0","50","1","0.000000","0","50"
